id,title,authors,genres_primary,age_rating,pages,price_vnd,year,introduction,short_summary,publisher,rating_avg,stocks
Từ cuộc sống nghèo tại phố Thiên Đàng nhỏ bé, Liesel đã phải - trực tiếp và gián tiếp - chứng kiến sự tàn khốc của cuộc chiến, sự man rợ đến rùng mình của chế độ phát xít đối với những người Do Thái vô tội. Ngay trong số các công dân nước Đức luôn bày tỏ sự trung thành tuyệt đối với Quốc trưởng mọi lúc mọi nơi thì đó vẫn có những con người như Hans Hubermann - cha nuôi của Liesel - lén lút giấu trong nhà mình một thanh niên Do Thái trước sự truy lùng của chế độ Đức quốc xã. Và vì hành động đó, Hans và gia đình ông đã phải sống trong những tháng ngày căng thẳng, sợ hãi tột độ. Có biết bao bất hạnh ập xuống những con người vô tội ở phố Thiên Đàng, những đứa trẻ mang nhiều phẩm chất đẹp đẽ và tuyệt vời như Rudy cũng phải lãnh chịu số phận bi thương. Chứng kiến cảnh đó, chính trái tim của Thần Chết như bị giày xéo và khiến ông bật khóc. Trước những gì con người gây ra cho đồng loại, Thần Chết phải thốt lên: “Tôi nhìn thấy sự xấu xí và vẻ đẹp của họ, và tôi tự hỏi rằng làm sao mà một thứ như vậy lại có thể mang cả hai thuộc tính này.”

Trong câu chuyện về Liesel, điều ấn tượng nhất với thần chết chính là niềm say mê sách của cô bé. Liesel ăn cắp những cuốn sách bất cứ khi nào có thể. Trong cuốn sách này còn có những tác phẩm của các nhân vật của chúng ta - những tác phẩm viết tay với hình minh họa đầy thú vị, cho thấy niềm say mê ngôn ngữ đồng thời đây là một ẩn dụ của tác giả về sức mạnh của ngôn từ. Ngôn từ có ma lực của riêng chúng: Chính nhờ có từ ngữ mà Hitler đã gần như thống trị được cả thế giới, nhưng cũng chính nhờ từ ngữ mà cô bé Liesel mới thoát chết. Ngôn từ trong Kẻ trộm sách được nhắc đến thường xuyên và khó nắm bắt thư thể những nốt nhạc của một bản giao hưởng.

Kẻ trộm sách được viết nên bằng một văn phong đặc biệt, lôi cuốn. Sự thành công của Kẻ trộm sách còn nằm ở tài năng khắc họa nhân vật của Zusak - ông đã thổi một luồng sinh khí vô cùng mạnh mẽ vào từng nhân vật, khiến cho họ - tuy chỉ được biết đến qua những con chữ trên mặt giấy - vẫn sống động và đầy cá tính, vẫn khiến người đọc phải đau nỗi đau của họ, vui niềm vui của họ, và hồi hộp theo dõi câu chuyện cuộc đời họ cho đến tận trang sách cuối cùng. Đúng như lời khẳng định các nhà phê bình văn học, Kẻ trộm sách là một tác phẩm mà bạn sẽ khó lòng bỏ xuống nửa chừng một khi đã bước vào câu chuyện kể của vị thần chết đầy vui tính…","Trong bối cảnh Đức Quốc Xã, cô bé Liesel tìm thấy sức mạnh của chữ nghĩa để chống lại mất mát, chiến tranh và cái ác, được kể lại qua góc nhìn của Thần Chết.",NXB Trẻ,4.39,320
FI011,Rừng Na Uy,Haruki Murakami,Fiction,18,556,150000,1987,"Toru Watanabe, một chàng thanh niên 37 tuổi vừa mới đặt chân tới Hamburg, Đức. Khi bất chợt nghe được bài hát ""Norwegian Wood"" của Beatles, anh bỗng hồi tưởng lại mối tình đầu của mình với Naoko. Ký ức mang anh trở lại với những năm của thập kỷ 1960, khi có quá nhiều sự việc xảy ra với cuộc sống của anh khi đó.

Toru cùng với người bạn cùng lớp Kizuki, và bạn gái của Kizuki - Naoko là những người bạn thân thiết. Kizuki với Naoko là một đôi với nhau còn Toru dường như rất hạnh phúc và ủng hộ cho mối tình của họ. Tình bạn này đã bị đứt gãy khi vụ tự tử của Kizuki xảy ra vào ngày sinh nhật lần thứ 17 của anh. Cái chết của Kizuki đã ảnh hưởng sâu sắc tới 2 người bạn còn lại; Toru luôn cảm thấy ảnh hưởng của cái chết ở mọi nơi còn Naoko thì thấy dường như mất một phần con người mình. Hai người sau này đã tìm đến nhau và cố gắng an ủi nhau, họ đã ngày càng thân nhau hơn và giữa họ đã nảy sinh tình cảm đôi lứa. Trong buổi tối ngày sinh nhật lần thứ 20 của Naoko, Cô đã cảm thấy bị thương tổn ghê gớm và rất cần sự an ủi, chia sẻ. Họ đã quan hệ tình dục với nhau tối hôm đó, và đây cũng là lần đầu của Naoko. Kể từ sau buổi tối đó, Naoko đã để lại cho Toru một bức thư nói rằng cô cần phải đi xa một thời gian và cũng nghỉ học ở trường để tới nhà nghỉ Ami - một nơi ở kết hợp nơi điều trị thần kinh. Cô đã có một số vấn đề thần kinh không bình thường.

Toru sau này đã kết bạn với Midori Kobayashi, một cô bạn cùng lớp. Cô có mọi thứ mà Naoko không có - sự cởi mở, tự tin, tràn đầy sức sống. Mặc dù anh vẫn yêu Naoko, Toru vẫn bị Midori hấp dẫn và ngược lại, Midori cũng rất yêu quý Toru, và tình bạn của họ ngày càng phát triển trong thời gian Naoko vắng mặt.

Toru đã đến thăm Naoko tại nơi điều trị gần Kyoto. Ở đó, anh đã gặp Reiko Ishida, một bệnh nhân khác và là người theo dõi, chăm sóc Naoko. Trong chuyến thăm này và một vài chuyến thăm khác nữa, Reiko cùng với Naoko đã hé lộ thêm vài việc trong quá khứ của mình: Reiko nói về sự tìm kiếm của cô để xác nhận những vấn đề về giới tính còn Naoko nói về việc tự tử không báo trước của chị gái mình vài năm trước.

Toru, khi quay trở lại Tokyo, vẫn tiếp tục mối quan hệ với Midori và vẫn không quên Naoko. Anh viết một bức thư cho Reiko, xin lời khuyên của cô về việc lựa chọn nên phát triển quan hệ tình cảm lâu dài với Naoko hay Midori. Anh không muốn làm tổn thương Naoko, nhưng anh cũng không muốn để tuột mất Midori. Reiko khuyên anh rằng, nếu bị Midori thu hút mạnh đến thế thì nên yêu hết mình cho dù tình yêu đó có thể phát triển tốt hoặc không, còn đừng nên nói chuyện đó với Naoko vì Toru vẫn là nguồn sức mạnh lớn lao cho Naoko để cô an tâm chữa bệnh.

Sau này, Toru đã nhận được một lá thư báo rằng Naoko đã tự kết liễu cuộc đời mình. Kết cục của điều đó là việc Toru đi lang thang phiêu bạt khắp nước Nhật mà chẳng có mục đích nào cả, trong lòng luôn nhớ đến những kỷ niệm xưa giữa hai người, trong khi đó Midori không nhận được liên hệ nào với anh và không hiểu chuyện gì đã xảy ra. Một thời gian sau, khi đã nhận ra rằng, cái chết không phải là sự đối nghịch mà nó chính là một phần của sự sống, anh quay trở lại Tokyo, và khi đó Reiko tới thăm anh. Trước đây, sau cái chết của Naoko, Reiko đã viết rất nhiều bức thư nói với anh rằng cái chết đó không phải do lỗi của Toru, không phải lỗi của ai cả, cũng giống như trời mưa không phải do ai. Với sự ủng hộ của chị, anh đã nhận ra rằng, giờ đây Midori là người quan trọng nhất trong cuộc đời anh. Toru đã nói chuyện tình cảm của mình với Midori. Chuyện gì đã xảy ra tiếp theo tác phẩm không đề cập tới mà đã để một cái kết mở cho người đọc.","Một câu chuyện trầm buồn về tình yêu, mất mát và tuổi trẻ thông qua hành trình trưởng thành của Toru Watanabe trong những năm đại học.",NXB Hội nhà văn,3.99,890
CL003,Trăm năm cô đơn,Gabriel García Márquez,Classic,18,456,145000,1967,"Cho đến nay Trăm Năm Cô Đơn vẫn là cuốn tiểu thuyết lớn nhất của Gabriel Garcia Márquez, nhà văn Columbia, người được giải Nobel về văn học năm 1982. Trăm Năm Cô Đơn ra đời (1967) đã gây dư luận sôi nổi trên văn đàn Mỹ Latinh và lập tức được cả thế giới hâm mộ. Sau gần hai mươi năm, Trăm Năm Cô Đơn đã có mặt ở khắp nơi trên hành tinh chúng ta để đến với mọi người và mọi nhà.

Trăm Năm Cô Đơn là lời kêu gọi mọi người hãy sống đúng bản chất người - tổng hòa các mối quan hệ xã hội - của mình, hãy vượt qua mọi định kiến, thành kiến cá nhân, hãy lấp bằng mọi hố ngăn cách cá nhân để cá nhân mình tự hòa đồng với gia đình, với cộng đồng xã hội. Vì lẽ đó Garcia Márquez từng tuyên bố cuốn sách mà ông để cả đời sáng tác là cuốn sách về cái cô đơn và thông qua cái cô đơn ông kêu gọi mọi người đoàn kết, đoàn kết để đấu tranh, đoàn kết để chiến thắng tình trạng chậm phát triển của Mỹ Latinh, đoàn kết để sáng tạo ra một thiên huyền thoại khác hẳn. Một huyền thoại mới, hấp dẫn của cuộc sống, nơi không ai bị kẻ khác định đoạt số phận mình ngay cả cái cách thức chết, nơi tình yêu có lối thoát và hạnh phúc là cái có khả năng thực sự, và nơi những dòng họ bị kết án trăm năm cô đơn cuối cùng và mãi mãi sẽ có vận may lần thứ hai để tái sinh trên mặt đất này.","Biên niên sử kỳ ảo về dòng họ Buendía trong ngôi làng Macondo, nơi lịch sử, tình yêu, bi kịch và phép màu đan cài trong vòng lặp số phận.",NXB Trẻ,4.12,210
FI012,Một thoáng ta rực rỡ ở nhân gian,Ocean Vuong,Fiction,18,304,128000,2019,"Một thoáng ta rực rỡ ở nhân gian được viết dưới dạng một bức thư từ người con trai gửi đến người mẹ mù chữ của anh. ""Cún Con"", đang độ tuổi cuối hai mươi, cùng một bức thư phơi bày quá khứ của gia đình từ trước khi anh ấy chào đời - một quá khứ mà tâm chấn của nó bắt nguồn từ Việt Nam - đồng thời đóng vai trò như một cánh cổng dẫn lối mẹ anh vào những phần đời mà anh chưa từng chia sẻ. Chẳng những là một bằng chứng cho tình yêu lớn lao không thể phủ nhận giữa người mẹ đơn thân và cậu con trai, mà nó còn là một cuộc khám phá đầy xúc cảm về các vấn đề chủng tộc, giai cấp, d.ụ.c tính và nam tính. Một thoáng ta rực rỡ ở nhân gian hỏi những câu trọng tâm về tình trạng hiện tại của nước Mỹ, đưa ta đắm chìm vào sự nghiện ngập, bạo lực và tổn thương, nhưng cũng che chở ta bằng lòng trắc ẩn và sự dịu dàng, tác phẩm tìm cách kể câu chuyện của những con người vốn không được đoái hoài đến trong xã hội.

Với sự khẩn trương và duyên dáng đầy kinh ngạc, Ocean Vuong viết về những người bị mắc kẹt giữa các thế giới đối lập, và làm thế nào chúng ta chữa lành hay cứu rỗi lẫn nhau mà không một ai phải từ bỏ bản chất. Câu hỏi làm sao để sống, và làm thế nào để biến cuộc sống này thành niềm vui, đó chính là nguồn sức mạnh của cuốn tiểu thuyết đầu tay được đánh giá cao trong nhiều năm gần đây.","Lá thư đầy cảm xúc của một chàng trai trẻ gửi mẹ, kể lại tuổi thơ di dân, tình yêu đầu đời và hành trình tìm kiếm bản dạng giữa đau thương và hy vọng.",NXB Hội nhà văn,4.02,410
NF005,Tư duy nhanh và chậm,Daniel Kahneman,Nonfiction,18,611,369000,2011,"Chúng ta thường tự cho rằng con người là sinh vật có lý trí mạnh mẽ, khi quyết định hay đánh giá vấn đề luôn kĩ lưỡng và lý tính. Nhưng sự thật là, dù bạn có cẩn trọng tới mức nào, thì trong cuộc sống hàng ngày hay trong vấn đề liên quan đến kinh tế, bạn vẫn có những quyết định dựa trên cảm tính chủ quan của mình. Thinking fast and slow, cuốn sách nổi tiếng tổng hợp tất cả nghiên cứu được tiến hành qua nhiều thập kỷ của nhà tâm lý học từng đạt giải Nobel Kinh tế Daniel Kahneman sẽ cho bạn thấy những sư hợp lý và phi lý trong tư duy của chính bạn. Cuốn sách được đánh giá là “kiệt tác” trong việc thay đổi hành vi của con người, Thinking fast and slow đã dành được vô số giải thưởng danh giá, lọt vào Top 11 cuốn sách kinh doanh hấp dẫn nhất năm 2011. Alpha Books đã mua bản quyền và sẽ xuất bản cuốn sách trong Quý 1 năm nay. Thinking fast and slow dù là cuốn sách có tính hàn lâm cao nhưng vô cùng bổ ích với tất cả mọi người và đặc biệt rất dễ hiểu và vui nhộn.

Đã có rất nhiều cuốn sách nói về tính hợp lý và phi lý của con người trong tư duy, trong việc đánh giá và ra quyết định, nhưng Thinking fast and slow được Tạp chí Tài chính Mỹ đánh giá là “kiệt tác”.

Bạn nghĩ rằng bạn tư duy nhanh, hay chậm? Bạn tư duy và suy nghĩ theo lối “trông mặt bắt hình dong”, đánh giá mọi vật nhanh chóng bằng cảm quan, quyết định dựa theo cảm xúc hay tư duy một cách cẩn thận, chậm rãi nhưng logic hợp lý về một vấn đề. Thinking fast and slow sẽ đưa ra và lý giải hai hệ thống tư duy tác động đến con đường nhận thức của bạn. Kahneman gọi đó là: hệ thống 1 và hệ thống 2. Hệ thống 1, còn gọi là cơ chế nghĩ nhanh, tự động, thường xuyên được sử dụng, cảm tính, rập khuôn và tiềm thức. Hệ thống 2, còn gọi là cơ chế nghĩ chậm, đòi hỏi ít nỗ lực, ít được sử dụng, dùng logic có tính toán và ý thức. Trong một loạt thí nghiệm tâm lý mang tính tiên phong, Kahneman và Tversky chứng minh rằng, con người chúng ta thường đi đến quyết định theo cơ chế nghĩ nhanh hơn là ghĩ chậm. Phần lớn nội dung của cuốn sách chỉ ra những sai lầm của con người khi suy nghĩ theo hệ thống 1. Kahneman chứng minh rằng chúng ta tệ hơn những gì chúng ta tưởng: đó là chúng ta không biết những gì chúng ta không biết!

Cuốn sách đặc biệt đã dành được vô số giải thưởng danh giá: Sách khoa học hay nhất của Học viện Khoa học Quốc gia năm 2012, được tạp chí The New York Times bình chọn là sách hay nhất năm 2011, một trong những cuốn sách kinh tế xuất sắc năm 2011, chiến thắng giải thưởng cuốn sách được quan tâm nhất năm 2011 của tạp chí Los Algeles… Thinking fast and slow đáp ứng hai tiêu chí của một cuốn sách hay, thứ nhất nó thách thức quan điểm của người đọc, thứ hai, nó không phải là những trang sách với những con chữ khô cứng mà nó vô cùng vui nhộn và hấp dẫn. Không nghi ngờ gì nữa, đây là cuốn sách hàn lâm dành cho tất cả mọi người.!","Hai hệ tư duy: nhanh trực giác và chậm suy luận, ảnh hưởng tới quyết định hàng ngày.",NXB Trẻ,4.17,425
CL004,Bắt Trẻ Đồng Xanh,J.D. Salinger,Classic,16,328,98000,1951,"Bắt Trẻ Đồng Xanh (tiếng Anh: The Catcher in the Rye) là tiểu thuyết đầu tay của nhà văn Mỹ J. D. Salinger. Tác phẩm dùng cách tường thuật ở ngôi thứ nhất, cũng là nhân vật chính của truyện, Holden Caulfield, kể lại câu chuyện của Holden trong những ngày cậu ở thành phố New York sau khi bị đuổi khỏi Pencey Prep, một trường dự bị đại học.

Xuất bản lần đầu tiên tại Hoa Kỳ năm 1951, tác phẩm này đã gây ra tranh cãi lớn vì đã sử dụng nhiều ngôn từ tục tĩu, mô tả tâm lý chán chường và vấn đề tình dục của vị thành niên[1][2]. Nhân vật chính của Bắt trẻ đồng xanh, Holden Caulfield, đã trở thành hình tượng cho sự nổi loạn và thách thức của thanh thiếu niên Mỹ[3].

Trong lần xuất bản đầu tiên, Bắt Trẻ Đồng Xanh chủ yếu dành cho độc giả là người lớn[4] nhưng sau đó cuốn tiểu thuyết đã được đưa vào chương trình giảng dạy bậc trung học của nhiều nước nói tiếng Anh và cũng được dịch sang hầu hết các ngôn ngữ chính trên thế giới[5]. Mỗi năm có trung bình khoảng 250.000 bản sách của tác phẩm được bán ra, tính tổng cộng đến nay là khoảng 65 triệu ấn bản[6]. Tác phẩm này đã được tạp chí Time đưa vào danh sách 100 tiểu thuyết tiếng Anh hay nhất từ năm 1923 đến nay[7].","Hành trình của Holden Caulfield – một thiếu niên lạc lõng, nổi loạn – vật lộn với nỗi cô đơn, sự hoài nghi và khát khao tìm lại sự thuần khiết trong một thế giới “giả tạo”.",NXB Văn học,3.8,410
CL005,Giết con chim nhại,Harper Lee,Classic,13,478,148000,1960,"Giết con chim nhại được xuất bản lần đầu vào năm 1960 và đã giành được giải Pulitzer năm 1961. Nội dung tiểu thuyết dựa vào cuộc đời của nhiều bạn bè và họ hàng tác giả, nhưng tên nhân vật đã được thay đổi. Tác giả cho biết hình mẫu nhân vật Jean Louise ""Scout"" Finch, người dẫn truyện, được xây dựng dựa vào chính bản thân mình.

Cho dù được kể dưới góc nhìn của một cô bé, cuốn sách Giết con chim nhại không né tránh bất kỳ vấn đề nào, gai góc hay lớn lao, sâu xa hay phức tạp: nạn phân biệt chủng tộc, những định kiến khắt khe, sự trọng nam khinh nữ… Góc nhìn trẻ thơ là một dấu ấn đậm nét và cũng là đặc sắc trong Giết con chim nhại. Trong sáng, hồn nhiên và đầy cảm xúc, những câu chuyện tưởng như chẳng có gì to tát gieo vào người đọc hạt mầm yêu thương.

Gần 50 năm từ ngày đầu ra mắt, cuốn sách của nữ nhà văn Mỹ Harper Lee vẫn đầy sức hút với độc giả ở nhiều lứa tuổi. Thông điệp yêu thương trải khắp các chương sách là một trong những lý do khiến Giết con chim nhại giữ sức sống lâu bền của mình trong trái tim độc giả ở nhiều quốc gia, nhiều thế hệ. Những độc giả nhí tìm cho mình các trò nghịch ngợm và cách nhìn dí dỏm về thế giới xung quanh. Người lớn lại tìm ra điều thú vị sâu xa trong tình cha con nhà Atticus, và đặc biệt là tình người trong cuộc sống, như bé Scout quả quyết nói “em nghĩ chỉ có một hạng người. Đó là người”.","Qua góc nhìn trẻ thơ của Scout, câu chuyện phơi bày bất công chủng tộc và sức mạnh của lòng dũng cảm, đồng thời ca ngợi sự tử tế ngay trong những thời khắc tăm tối.",NXB Văn học,4.26,99
FI013,Bố Già,Mario Puzo,Fiction,16,534,220000,1969,"Thế giới ngầm được phản ánh trong tiểu thuyết Bố già là sự gặp gỡ giữa một bên là ý chí cương cường và nền tảng gia tộc chặt chẽ theo truyền thống Mafia xứ Sicily với một bên là xã hội Mỹ nhập nhằng đen trắng, mảnh đất màu mỡ cho những cơ hội làm ăn bất chính hứa hẹn những món lợi kếch xù. Trong thế giới ấy, hình tượng Bố già được tác giả dày công khắc họa đã trở thành bức chân dung bất hủ trong lòng người đọc.

Từ một kẻ nhập cư tay trắng đến ông trùm tột đỉnh quyền uy, Don Vito Corleone là con rắn hổ mang thâm trầm, nguy hiểm khiến kẻ thù phải kiềng nể, e dè, nhưng cũng được bạn bè, thân quyến xem như một đấng toàn năng đầy nghĩa khí. Nhân vật trung tâm ấy đồng thời cũng là hiện thân của một pho triết lí rất “đời” được nhào nặn từ vốn sống của hàng chục năm lăn lộn giữa chốn giang hồ bao phen vào sinh ra tử.

Với kết cấu hoàn hảo, cốt truyện không thiếu những pha hành động gay cấn, tình tiết bất ngờ và không khí kình địch đến nghẹt thở, Bố già xứng đáng là đỉnh cao trong sự nghiệp văn chương của Mario Puzo.","Bức tranh sâu sắc về thế giới mafia Mỹ, xoay quanh quyền lực, gia đình và sự chuyển giao tàn khốc giữa các thế hệ trong dòng họ Corleone.",NXB Văn học,4.4,760
CL007,Đồi Gió Hú,Emily Brontë,Classic,16,491,145000,1847,"Đồi gió hú, câu chuyện cổ điển về tình yêu ngang trái và tham vọng chiếm hữu, cuốn tiểu thuyết dữ dội và bí ẩn về Catherine Earnshaw, cô con gái nổi loạn của gia đình Earnshaw, với một gã đàn ông thô ráp và điên rồ mà cha cô mang về nhà rồi đặt tên là Heathcliff, được trình hiện lên trên cái nền những đồng truông, quả đồi nước Anh cô quạnh và ban sơ không kém gì chính tình yêu của họ. Từ nhỏ đến lớn, sự gắn bó của họ ngày càng trở nên ám ảnh. Gia đình, địa vị xã hội và ghen tuông tột độ cùng hủy diệt họ, vậy nên toàn bộ thời gian hai con người yêu nhau đó đã sống trong thù hận và tuyệt vọng, mà cái chết chỉ có ý nghĩa khởi đầu. Một khởi đầu mới để hai linh hồn mãnh liệt đó được tự do tái ngộ, khi những cơn gió hoang vắng và điên cuồng tràn về quanh các lâu đài trong Đồi gió hú.

Cuốn tiểu thuyết duy nhất của Emily Bronte, là cuốn sách đã tới tay công chúng với nhiều lời bình trái ngược vào năm 1847, một năm trước khi nữ tác giả qua đời ở tuổi ba mươi. Thông qua mối tình giữa Cathy và Heathcliff, với bối cảnh đồng quê Yorkshire hoang vu trống trải, Đồi gió hú đã tạo nên cả một thế giới riêng với xu hướng bỏ qua lề thói, vươn tới thi ca cũng như tới những chiều sâu tăm tối của lòng người, giúp tác phẩm trở thành một trong những tiểu thuyết vĩ đại nhất, bi thương nhất mà con người từng viết về nỗi đam mê nồng cháy.","Một bi kịch tình yêu đầy ám ảnh giữa Heathcliff và Catherine, nơi đam mê, hận thù và sự trả thù kéo dài qua nhiều thế hệ.",NXB Văn học,3.9,410
CL008,Kiêu Hãnh và Định Kiến,Jane Austen,Classic,13,351,148000,1813,"Khắp làng trên xóm dưới Herfordshire xôn xao: Netherfield sắp có người thuê, mà còn là một quý ông chưa vợ với khoản lợi tức lên đến năm nghìn bảng mỗi năm. Chao ôi, quả là tin đáng mừng đối với gia đình ông bà Bennett, vốn có tới năm cô con gái cần phải gả chồng. Giữa những quay cuồng vũ hội cùng âm mưu toan tính của cả một xã hội ganh đua nhau tìm tấm chồng tốt cho các cô gái, nổi lên câu chuyện tình của cô con gái thứ cứng đầu Elizabeth và chàng quý tộc Darcy - nơi lòng Kiêu hãnh phải nhún nhường và Định kiến cần giải tỏa để có thể đi đến kết cục hoàn toàn viên mãn.

