id,title,authors,genres_primary,age_rating,pages,price_vnd,year,introduction,short_summary,publisher,rating_avg,stocks
Suốt hơn 200 năm qua, Kiêu hãnh và Định kiến luôn nằm trong số những tiểu thuyết tiếng Anh được yêu mến nhất. Chính Jane Austen cũng coi tác phẩm xuất sắc này là ""đứa con cưng"" của bà. Tài năng của Austen quả thực đã biến câu chuyện tình sôi nổi nơi miền quê nước Anh thành một bản châm biếm sắc sảo hóm hỉnh và một viên ngọc quý trong kho tàng Anh ngữ.","Câu chuyện lãng mạn nhưng sắc sảo về Elizabeth Bennet và Mr. Darcy, xoay quanh định kiến xã hội, sự trưởng thành và bài học về lòng tự trọng.",NXB Hội nhà văn,4.29,50
CL009,Ông Già và Biển Cả,Ernest Hemingway,Classic,13,143,60000,1952,"Ông già và Biển cả (tên tiếng Anh: The Old Man and the Sea) là tác phẩm được Ernest Hemingway viết ở Cuba năm 1951 và xuất bản năm 1952. Nó là truyện ngắn dạng viễn tưởng cuối cùng được viết bởi Hemingway (và được xuất bản khi ông còn sống). Đây cũng là tác phẩm nổi tiếng và là một trong những đỉnh cao trong sự nghiệp sáng tác của nhà văn. Tác phẩm này đoạt giải Pulitzer năm 1953. Nó cũng góp phần quan trọng để nhà văn được nhận giải Nobel văn học năm 1954.

Trong tác phẩm này ông đã triệt để dùng nguyên lý mà ông gọi là “tảng băng trôi”, chỉ mô tả một phần nổi còn lại bảy phần chìm, khi mô tả sự đông đúc của đàn cá, sự chênh lệch về lực lượng, về cuộc chiến đấu không cân sức giữa đàn cá hung dữ với ông già. Tác phẩm ca ngợi con người, sức lao động và khát vọng của con người.

Nhân vật trung tâm của các phẩm là một ""ông già"" người Cu ba, người đã cố gắng chiến đấu trong ba ngày đêm vật lộn với một con cá kiếm khổng lồ trên biển vùng Giếng Lớn khi ông câu được nó. Sang đến ngày thứ ba, ông dùng lao đâm chết được con cá, buộc nó vào mạn thuyền và lôi về nhưng đàn cá mập đánh hơi thấy đã lăn xả tới, ông lại đem hết sức tàn chống chọi với lũ cá mập, phóng lao, thậm chí cả mái chèo để đánh. Ông giết được nhiều con, đuổi được chúng đi, nhưng cuối cùng khi nhìn đến con cá kiếm của mình thì nó đã bị rỉa hết thịt chỉ còn trơ lại một bộ xương khổng lồ.","Hành trình kiên cường của lão ngư Santiago chống lại con cá kiếm khổng lồ, tượng trưng cho ý chí, lòng kiêu hãnh và phẩm giá của con người.",NXB Văn học,3.81,190
PH001,Thế Giới Của Sophie,Jostein Gaarder,Philosophy,16,648,269000,1991,"Thế giới của Sophie là cuốn tiểu thuyết về lịch sử triết học của nhà văn Na Uy tóm lược lịch sử triết học phương Tây từ thời cổ đại Hy Lap - La Mã cho đến thời kỳ hiện đại viết dưới dạng tiểu thuyết. Nội dung là cuộc đối thoại giữa nhân vật Sophie và một người đàn ông bí ẩn là Alberto Knox. Qua đó tác giả đã chuyển tải một cách cuốn hút các tư tưởng của các triết gia phương Tây đến với người đọc, phần nào giải đáp được những tò mò của người đọc về thế giới đầy bí ẩn.","Một cô bé bước vào thế giới triết học qua những lá thư bí ẩn, mở ra hành trình khám phá lịch sử tư tưởng và những câu hỏi lớn của con người.",NXB Tri thức,3.97,80
NF006,Đi Tìm Lẽ Sống,Viktor E. Frankl,Nonfiction,16,220,99000,1946,"Trước hết, đây là quyển sách viết về sự sinh tồn. Giống như nhiều người Do Thái sinh sống tại Đức và Đông Âu khi ấy, vốn nghĩ rằng mình sẽ được an toàn trong những năm 1930, Frankl đã trải qua khoảng thời gian chịu nhiều nghiệt ngã trong trại tập trung và trại hủy diệt của Đức quốc xã. Điều kỳ diệu là ông đã sống sót, cụm từ “thép đã tôi thế đấy” có thể lột tả chính xác trường hợp này. Nhưng trong Người đi tìm lẽ sống, tác giả ít đề cập đến những khó nhọc, đau thương, mất mát mà ông đã trải qua, thay vào đó ông viết về những nguồn sức mạnh đã giúp ông tồn tại. Ông chua xót kể về những tù nhân đã đầu hàng cuộc sống, mất hết hy vọng ở tương lai và chắc hẳn là những người đầu tiên sẽ chết. Ít người chết vì thiếu thức ăn và thuốc men, mà phần lớn họ chết vì thiếu hy vọng, thiếu một lẽ sống. Ngược lại, Frankl đã nuôi giữ hy vọng để giữ cho mình sống sót bằng cách nghĩ về người vợ của mình và trông chờ ngày gặp lại nàng. Ông còn mơ ước sau chiến tranh sẽ được thuyết giảng về các bài học tâm lý ông đã học được từ trại tập trung Auschwitz. Rõ ràng có nhiều tù nhân khao khát được sống đã chết, một số chết vì bệnh, một số chết vì bị hỏa thiêu. Trong tập sách này, Frankl tập trung lý giải nguyên nhân vì sao có những người đã sống sót trong trại tập trung của phát xít Đức hơn là đưa ra lời giải thích cho câu hỏi vì sao phần lớn trong số họ đã không bao giờ trở về nữa.
Nhiệm vụ lớn lao nhất của mỗi người là tìm ra ý nghĩa trong cuộc sống của mình. Frankl đã nhìn thấy ba nguồn ý nghĩa cơ bản của đời người: thành tựu trong công việc, sự quan tâm chăm sóc đối với những người thân yêu và lòng can đảm khi đối mặt với những thời khắc gay go của cuộc sống. Đau khổ tự bản thân nó không có ý nghĩa gì cả, chính cách phản ứng của chúng ta mới khoác lên cho chúng ý nghĩa. Frankl đã viết rằng một người “có thể giữ vững lòng quả cảm, phẩm giá và sự bao dung, hoặc người ấy có thể quên mất phẩm giá của con người và tự đặt mình ngang hàng loài cầm thú trong cuộc đấu tranh khắc nghiệt để sinh tồn”. Ông thừa nhận rằng chỉ có một số ít tù nhân của Đức quốc xã là có thể giữ được những phẩm chất ấy, nhưng “chỉ cần một ví dụ như thế cũng đủ chứng minh rằng sức mạnh bên trong của con người có thể đưa người ấy vượt lên số phận nghiệt ngã của mình”.",Frankl kể về trải nghiệm trong trại tập trung và khẳng định rằng ý nghĩa sống – chứ không phải hoàn cảnh – giúp con người vượt qua đau khổ tột cùng.,NXB Tổng Hợp,4.37,10
YA001,Khi Lỗi Thuộc Về Những Vì Sao,John Green,Young Adult,13,364,129000,2012,"Sách kể về cô bé Hazel đang ở độ tuổi đẹp nhất nhưng lại không may mắn mắc bệnh ung thư. Dù đã được chữa bệnh trước đó nhưng cuộc đời của cô chỉ được kéo dài thêm vài năm mà thôi, cô biết, tất cả mọi người đều biết rằng, sẽ gần thôi cô sẽ sẽ phải sang thế giới bên kia. Cô bị cha mẹ ép đi tham dự hội Hỗ trợ bệnh nhân ung thư, để nhận được sự đồng cảm, sự giúp đỡ tốt hơn từ các bệnh nhân khác, tại đây, cô đã gặp Augustus Waters, một anh chàng điển trai 17 tuổi. Từ đây, cuộc sống của cô đã được viết lại hoàn toàn.

Trong cuốn sách này, nhà văn Green tuy viết cho giới trẻ nhưng giọng văn của anh giản dị đến mức không bị gò bó bởi mọi quy tắc phân chia độc giả. Anh viết vì tuổi trẻ, chứ không phải viết cho tuổi trẻ, có thể vì thế mà tiểu thuyết của anh dễ đọc, dễ tiếp thu và được đọc ở mọi lứa tuổi. Green miêu tả tình yêu đích thực, hai nhân vật chính đều mắc kẹt trong một vũng lầy, đều có những mơ ước, hi vọng, đều mang trong mình một tình yêu. Liệu tình yêu đó có đủ mạnh để chiến thắng mọi bệnh tật?

'Khi lỗi thuộc về những vì sao' xoáy vào những đề tài khó trả lời: Liệu ta có được nhớ đến, liệu ta có được yêu thương, liệu ta sẽ để lại một dấu ấn trên cõi đời này? Bằng cách tận dụng triệt để diễn biến tâm lý của Hazel và Waters, vốn cũng đang loay hoay tìm câu trả lời.

'Khi lỗi thuộc về những vì sao' là tác phẩm thứ tư của John Green, được cho ra mắt ở Mỹ cách đây 2 năm và ngay lập tức trở thành sách bán chạy nhất trên các bảng xếp hạng sách danh tiếng như New York Times, Wall Street Journal, Indiebound…","Chuyện tình cảm động của Hazel và Gus, hai thiếu niên mắc bệnh hiểm nghèo, đối mặt với tình yêu, mất mát và ý nghĩa thật sự của cuộc sống.",NXB Trẻ,4.12,564
FI014,Suối Nguồn,Ayn Rand,Fiction,18,1176,499000,1943,"Suối nguồn (The Fountainhead) tiểu thuyết của Ayn Rand, tác giả có ảnh hưởng lớn nhất đến độc giả Mỹ trong thế kỷ 20. - Tác phẩm đã bán được 6 triệu bản trong hơn 60 năm qua kể từ khi xuất bản lần đầu (năm 1943). - Được dịch ra nhiều thứ tiếng và vẫn liên tục được tái bản hàng năm. - Một tiểu thuyết kinh điển cần đọc nay đã có mặt tại Việt Nam với bản dịch tiếng Việt. Xin trân trọng giới thiệu cùng quý độc giả.","Cuộc đời của kiến trúc sư Howard Roark – biểu tượng của chủ nghĩa cá nhân, sáng tạo và sự kiên định tuyệt đối với lý tưởng của mình.",NXB Trẻ,3.89,120
SF008,7 thói quen của bạn trẻ thành đạt,Sean Covey,Self-help,13,312,120000,1997,"“Cách tốt nhất để biến ước mơ thành hiện thực là có được sự lựa chọn những thói quen đúng đắn ngay từ thời niên thiếu. ""7 Thói quen của Bạn trẻ Thành đạt” sẽ giúp mọi người hiểu được rằng chính những thói quen, suy nghĩ và tầm nhìn chính là nền tảng chủ yếu tạo nên thành công cho cuộc sống cho dù quá khứ hay hiện tại như thế nào đi nữa."" - Stedman Graham - tác giả cuốn ""You can make it happen"".

7 Thói Quen của Bạn trẻ Thành đạt được biên dịch từ tác phẩm nổi tiếng The 7 Habits of Highly Effective Teens của tác giả Sean Covey theo hợp đồng chuyển giao bản quyền với Tập đoàn Xuất bản FranklinCovey (Hoa Kỳ). Cuốn sách nhấn mạnh những gì chúng ta có được trong cuộc sống đều bắt nguồn từ những thói quen của chính mình. Ai cũng có những thói quen tốt và những thói quen xấu, và mỗi chúng ta phải rèn luyện những thói quen tốt và biết điều chỉnh, loại bỏ những thói quen xấu.

Tuổi thiếu niên và trưởng thành là tuổi đẹp nhất và quan trọng nhất của đời người. Đây là cũng lứa tuổi mà các bạn trẻ bắt đầu khám phá cuộc sống với những ước mơ, khát vọng. Phía trước các bạn là những con đường bằng phẳng, êm ái; nhưng cũng có con đường quanh co, khúc khuỷu. Có con đường ngập tràn ánh sáng, cũng có con đường u ám, đầy cạm bẫy, nguy cơ. Nhưng làm cách nào để chọn được con đường đến đích thành công, hạnh phúc mà không lãng phí nhiều thời gian, công sức? Tất cả đều phụ thuộc vào tính cách và thói quen của các bạn. Có những thói quen đem đến sự thành công, hạnh phúc; nhưng cũng có những thói quen cản trở, phá hỏng sự phát triển của bạn.

Cuốn sách phân tích tác động lớn lao của 7 thói quen quan trọng nhất của những bạn trẻ cần có. Đó là: Có thái độ sống tích cực; Biết định hướng tương lai; Việc hôm nay không để ngày mai; Tư duy cùng thắng; Biết lắng nghe để thấu hiểu và để được thấu hiểu; Có tinh thần hợp tác; Biết rèn luyện và phát triển những kỹ năng.

Đây là những thói quen để các bạn tự rèn luyện bản thân và xây dựng các mối quan hệ của mình. Các thói quen này bổ sung và hỗ trợ chặt chẽ cho nhau, tạo một mắt xích bền vững giúp các bạn chọn lựa được hướng đi đúng đắn cho cuộc đời mình.","Cuốn sách hướng dẫn thanh thiếu niên xây dựng kỷ luật, tư duy tích cực và kỹ năng sống thiết yếu để đạt sự hiệu quả và phát triển bản thân.",NXB Trẻ,4.05,210
FN004,Từ Tốt Đến Vĩ Đại,Jim Collins,Finance,18,444,169000,2001,"Jim Collins cùng nhóm nghiên cứu đã miệt mài nghiên cứu những công ty có bước nhảy vọt và bền vững để rút ra những kết luận sát sườn, những yếu tố cần kíp để đưa công ty từ tốt đến vĩ đại. Đó là những yếu tố khả năng lãnh đạo, con người, văn hóa, kỷ luật, công nghệ… Những yếu tố này được nhóm nghiên cứu xem xét tỉ mỉ và kiểm chứng cụ thể qua 11 công ty nhảy vọt lên vĩ đại. Mỗi kết luận của nhóm nghiên cứu đều hữu ích, vượt thời gian, ý nghĩa vô cùng to lớn đối với mọi lãnh đạo và quản lý ở mọi loại hình công ty (từ công ty có nền tảng và xuất phát tốt đến những công ty mới khởi nghiệp), và mọi lĩnh vực ngành nghề.

Sách có chín chương, không kể một phần phụ lục về quá trình nghiên cứu:
Chương 1: Tốt là kẻ thù của vĩ đại
Chương 2: Khả năng lãnh đạo cấp độ 5
Chương 3: Con người đi trước - Công việc theo sau
Chương 4: Đối mặt với sự thật phũ phàng (nhưng đừng mất niềm tin)
Chương 5: Khái niệm con nhím (sự đơn giản trong ba vòng tròn)
Chương 6: Văn hóa kỉ luật
Chương 7: Bàn đạp công nghệ
Chương 8: Bánh đà và vòng lẩn quẩn
Chương 9: Từ tốt đến vĩ đại để xây dựng để trường tồn","Nghiên cứu chỉ ra các yếu tố giúp doanh nghiệp “nhảy vọt”, nhấn mạnh vào lãnh đạo cấp độ 5, kỷ luật và mô hình con nhím để đạt thành công bền vững.",NXB Trẻ,4.12,105
NF007,Thiên nga đen: Xác suất cực nhỏ - tác động cực lớn,Nassim Nicholas Taleb,Nonfiction,18,438,225000,2007,"Thiên Nga Đen là một biến cố tưởng chừng như không thể xảy ra với ba đặc điểm chính: không thể dự đoán, có tác động nặng nề và sau khi nó xảy ra, người ta dựng lên một lời giải thích để khiến nó ít ngẫu nhiên hơn, dễ dự đoán hơn bản chất thật của nó. Thành công bất ngờ của Google có thể xem là một ""thiên nga đen"", sự kiện ngày 11 tháng 9 cũng vậy. Với Nassim Nicholas Taleb, ""thiên nga đen"" ẩn chứa hầu như mọi điều về thế giới này, từ sự trỗi dậy của tôn giáo đến những biến cố trong cuộc sống của chính chúng ta

Vì sao chúng ta không nhận thấy những hiện tượng ""thiên nga đen"" mãi đến sau khi chúng xảy ra? Theo Taleb, một phần là vì con người chúng ta tự trói buộc mình vào những cái chi tiết trong khi lẽ ra nên tập trung vào cái tổng quát. Chúng ta tập trung vào những gì đã biết trong khi hết lần này đến lần khác bỏ qua những thứ mình chưa biết. Do đó, chúng ta không thể đánh giá được các cơ hội, không thể kháng lại xu hướng đơn giản hóa, tường thuật và phân loại, và không đủ phóng khoáng để tưởng thưởng cho những ai có thể hình dung ra được ""những cái không thể""

Tinh tế, bao quát và đầy kinh ngạc, Thiên Nga Đen sẽ thay đổi cách nhìn của bạn về thế giới. Taleb thực sự là tác giả của thể loại sách khai trí với những câu chuyện dí dỏm, ngông cuồng và khác thường. Ông là người có kiến thức uyên thâm trong nhiều lĩnh vực, từ khoa học nhận thức, kinh doanh cho đến lý thuyết xác suất. Thiên Nga Đen là cuốn sách mang tính bước ngoặc - bản thân nó chính là một ""thiên nga đen"".","Khám phá những biến cố hiếm gặp nhưng tạo ra tác động khổng lồ, và cách con người thường xuyên đánh giá sai rủi ro, hiểu lầm sự ngẫu nhiên trong cuộc sống.",NXB Tổng Hợp,3.96,5
SF009,Dám Nghĩ Lớn,David J. Schwartz,Self-help,16,360,129000,1959,"Dám Nghĩ Lớn! – tác phẩm nổi tiếng thế giới về những ý tưởng và phương pháp tư duy độc đáo và hiệu quả đã làm thay đổi một cách kỳ diệu cuộc đời của hàng triệu người qua nhiều thế hệ. Qua quyển sách này, Tiến sĩ David Schwartz trình bày một cách sinh động và dễ hiểu cách tư duy giúp bạn đạt được mục tiêu cao nhất trong công việc, cuộc sống và trong cộng đồng của bạn. Bạn không cần phải thông minh tuyệt đỉnh hay tài năng xuất chúng mới đạt được thành công lớn lao, bạn chỉ cần rèn luyện và áp dụng thường xuyên tư duy Dám Nghĩ Lớn. Và đây là những điều diệu kỳ mà cuốn sách sẽ mang đến cho bạn:

Đưa bạn đến thành công bằng sức mạnh của niềm tin của chính mình

Giúp bạn vượt lên khỏi sự ám ảnh thất bại và nỗi sợ hãi

Giúp bạn suy nghĩ và thực hiện ước mơ một cách sáng tạo nhất

Khám phá tại sao năng lực tư duy lại quan trọng hơn trí thông minh

Xác định rõ mục tiêu chiến lược từng giai đoạn cuộc đời

Cách suy nghĩ như một nhà lãnh đạo hàng đầu

Suy nghĩ đột phá, tin vào sự đột phá, thúc đẩy sự đột phá","Khuyến khích người đọc mở rộng tư duy, tin vào khả năng của bản thân và hành động theo những mục tiêu lớn để tạo ra thành công vượt trội.",NXB Trẻ,4.26,512
NF008,Ai Lấy Miếng Pho Mát Của Tôi?,Spencer Johnson,Nonfiction,16,128,50000,1999,"Cách nói này đã trở thành một lập ngôn, xuất phát từ cuốn sách nổi tiếng về triết lý sống ""Ai lấy miếng pho mát của tôi?"". Câu chuyện trong sách chứa đựng thông điệp: Việc thay đổi là một dấu hiệu tốt lành nếu biểu hiện được bản chất thật sự và vai trò của miếng “pho mát” trong cuộc sống của mỗi người. Miếng pho mát tượng trưng cho những khát vọng- đó có thể là một công việc tốt, một ước mơ, một sự nghiệp, sức khoẻ dồi dào, sự thăng tiến hay bất cứ thứ gì khác mà nó đại diện. Miếng pho mát này không tồn tại mãi theo thời gian, vì vậy bản thân mỗi người phải sẵn sàng bước vào cuộc truy tìm nguồn pho mát mới một khi miếng pho mát của mình đã hết..","Một câu chuyện ngụ ngôn đơn giản nhưng sâu sắc về việc thích nghi với thay đổi, chấp nhận chuyển dịch và chủ động tìm kiếm cơ hội mới.",NXB Tổng Hợp,3.87,621
FI015,Biên Niên Ký Chim Vặn Dây Cót,Haruki Murakami,Fiction,18,719,268000,1994,"Tiếng hót của con chim vặn dây cót chỉ vang lên vào những thời khắc quyết định, khi con người tỉnh thức những tiếng lòng thầm kín, hay khoảnh khắc thấu suốt cảm giác về Định mệnh; tiếng chim tiên báo những thảm hoạ khốc liệt khơi nguồn từ chính con người, cũng là tiếng thúc giục âm thầm của khát vọng đi tìm chân lý. Tiếng hót của chim vặn dây cót trở thành biểu tượng sự thức tỉnh những xúc cảm mãnh liệt và sự trưởng thành về bản ngã của con người trong đời sống hiện đại. Đó chính là ý nghĩa của hình tượng chim dây cót xuyên suốt cuốn tiểu thuyết lớn của Haruki Murakami.","Một hành trình kỳ ảo và u tối của Toru Okada trong cuộc tìm kiếm người vợ mất tích, đan xen những bí ẩn tâm lý, chiến tranh và thế giới siêu thực.",NXB Hội nhà văn,4.14,127
FI016,Kafka Bên Bờ Biển,Haruki Murakami,Fiction,18,540,248000,2002,"Kafka bên bờ biển có hai câu chuyện song song. Một kể về cậu bé Kafka Tamura, một kể về lão già Nakata.

Kafka Tamura luôn có một bản ngã là Quạ theo bên cạnh. Cậu bé mười lăm tuổi này sống với cha sau khi mẹ và chị gái bỏ đi. Cậu luôn bị một lời nguyền của cha ám ảnh: mày sẽ ngủ với mẹ và chị gái mày sau khi giết cha. Kinh sợ, Kafka bỏ nhà ra đi. Cậu chìm đắm trong một thư viện sách khổng lồ ở Takamatsu. Rồi những chuyện bí ẩn xảy ra, cậu gặp cô gái Sakura và bà Miss Saeki, những người mà cậu luôn băn khoăn không biết có phải là chị và mẹ mình. Bố Kafka bị giết, và cậu nghĩ, không biết có phải lời nguyền đã ứng?

Trong khi đó, ở bên kia bờ biển, ông già Nakata cũng có một cuộc hành trình đến Takamatsu. Bị một tai nạn từ nhỏ, Nakata mất trí nhớ và khả năng đọc, viết; tuy nhiên bù lại ông có thể giao tiếp với loài mèo. Vì thế ông nhận sứ mệnh đi tìm con quỷ giết mèo hàng loạt, tìm một phiến đá bí ẩn…

Kỳ lạ, bí ẩn, pha trộn với hiện đại, Kafka bên bờ biển khiến cho mọi con đường văn học, mọi cách tiếp cận văn học đều bàng hoàng, choáng ngợp.","Hai câu chuyện song song – cậu bé Kafka bỏ nhà đi và ông lão Nakata nói chuyện với mèo – hòa quyện theo cách siêu thực, khám phá định mệnh, kí ức và bản ngã.",NXB Văn học,4.12,75
FI017,Tên Của Đóa Hồng,Umberto Eco,Fiction,18,556,250000,1980,"Có lẽ, Umberto Eco muốn trao cho độc giả một cuốn sách để họ có thể thốt lên sau khi đọc xong: “Tôi đã đi cùng khắp, kiếm sự an bình, rốt cuộc chỉ tìm thấy nó khi ngồi ở một góc phòng với một quyển sách mà thôi.”

Và Tên của đóa hồng xứng đáng là một món quà như thế. Cuốn sách là một ký ức lớn, đưa thời-không lùi về khoảnh khắc mà lịch sử ngàn năm của thời Trung Cổ cô đọng lại chỉ còn 7 ngày, chân thực và huyền ảo, trong một tu viện dòng Benedict cổ xưa trên triền dãy Apennin nước Ý.

Lồng trong một cốt truyện trinh thám hấp dẫn về những tội ác khủng khiếp đầy ám ảnh diễn ra trong bóng tối nhà thờ, được dẫn dắt bằng tài kể chuyện siêu việt, trên nền cuốn tiểu thuyết lịch sử uyên bác, đồ sộ và đầy tính biểu tượng, chứa đựng những kiến thức văn hóa, triết học, nghệ thuật và tôn giáo sâu rộng, Tên của đóa hồng mở ra một mê cung vừa tráng lệ huy hoàng vừa uy nghiêm tăm tối của thời Trung Cổ xa xăm, nơi các tu sĩ học thức sống theo thời gian nghiêm ngặt của giáo luật nhà thờ, trong nhịp điệu của những chầu kinh trên nền âm nhạc Thánh ca, theo đuổi những đam mê cao quý, thánh thiện, đồng thời bị cuốn vào những mưu đồ quỷ dữ trong một thế giới đầy mâu thuẫn giữa đức tin chính thống và dị giáo, công lý và lạm quyền, sự thật và lầm lạc.

Ngay từ khi xuất bản lần đầu vào năm 1980, tiểu thuyết đầu tay của triết gia mỹ học hàn lâm, nhà bác học, nhà lý luận lừng danh thế giới Umberto Eco đã lập tức thành công vang dội, trở thành “cú sốc của tiểu thuyết đương đại”, một “siêu tiểu thuyết” được cả độc giả của văn chương bình dân lẫn bác học đón nhận nồng nhiệt khắp năm châu.","Một vụ án bí ẩn trong tu viện thời Trung Cổ, nơi triết học, tôn giáo và tội ác đan xen qua cuộc điều tra sắc bén của tu sĩ William xứ Baskerville.",NXB Văn học,4.14,1
FI018,Người Đua Diều,Khaled Hosseini,Fiction,18,460,158000,2003,"Câu chuyện là lời tự thuật của nhà văn người Mỹ gốc Afghanistan Amir về những năm tháng tuổi thơ đầy niềm vui cũng như lỗi lầm, về những ngày trôi dạt trên đất khách rồi cuộc hành trình trở lại quê hương đổ nát để cứu chuộc tội lỗi cho bản thân và cho cả người cha đã khuất. “Một tiểu thuyết đẹp đẽ… nằm trong số những tác phẩm được viết ra tinh tế và khơi gợi nhất cho tới giờ phút này… Một câu chuyện làm cảm động trái tim về một tình bạn khác thường… Đó cũng là một tác phẩm thuyết phục kỳ lạ, về mối quan hệ mong manh giữa cha và con, giữa con người và thần thánh, giữa cá nhân và đất nước. Huyết thống cùng sự thủy chung đã là sợi dây nối buộc câu chuyện của họ vào một trong số những cuốn sách trữ tình, cảm động và bất ngờ nhất của năm.”","Người Đua Diều kể về Amir, một cậu bé Afghanistan mang nỗi ám ảnh tội lỗi vì đã phản bội người bạn trung thành Hassan, và hành trình trưởng thành đầy đau đớn khi anh quay lại quê hương để chuộc lại lỗi lầm. Đây là câu chuyện xúc động về tình bạn, sự phản bội và khát vọng cứu rỗi.",NXB Phụ Nữ,4.35,120
